epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
96,36194.3,0.41979,0.21114,0.00162,0.96266,0.97071,0.97371,0.8266,0.64495,0.27176,0.01324,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,36575.7,0.41312,0.21837,0.0016,0.9614,0.97033,0.97428,0.82681,0.64337,0.27158,0.01318,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,36950.6,0.41073,0.21698,0.00158,0.96278,0.96986,0.97377,0.82706,0.64414,0.27376,0.0132,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,37323.5,0.40912,0.20336,0.00156,0.9663,0.96833,0.9734,0.82649,0.64375,0.27364,0.01321,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,37707.6,0.4052,0.20613,0.00154,0.96673,0.96743,0.97321,0.82643,0.64532,0.27409,0.01321,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,38082.2,0.40495,0.20087,0.00154,0.96288,0.96779,0.97157,0.82446,0.64895,0.27558,0.01322,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,38465.4,0.40745,0.19024,0.00154,0.96424,0.96714,0.97151,0.82335,0.65115,0.27539,0.01323,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,38840.1,0.40521,0.1918,0.00154,0.96341,0.9631,0.97133,0.82204,0.65431,0.2792,0.01317,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,39216.3,0.39709,0.18799,0.00153,0.9616,0.96302,0.97159,0.82244,0.65576,0.28406,0.0132,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,39600.5,0.3953,0.17859,0.00152,0.96192,0.96028,0.97106,0.82229,0.65449,0.28279,0.01315,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,39973.7,0.38661,0.1756,0.00148,0.96133,0.96454,0.97062,0.82157,0.65677,0.27767,0.0132,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,40357.3,0.39059,0.17423,0.00148,0.96187,0.96501,0.9714,0.82249,0.65573,0.27609,0.01313,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,40731.8,0.38046,0.17317,0.00144,0.96311,0.96548,0.97211,0.82273,0.65738,0.27518,0.01316,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,41105.8,0.3796,0.16478,0.00144,0.96521,0.9673,0.97218,0.8235,0.65847,0.27504,0.01319,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,41490.8,0.37676,0.17126,0.00143,0.96717,0.96831,0.97248,0.82236,0.65946,0.27241,0.01321,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,41864.2,0.37362,0.16164,0.00142,0.96799,0.9669,0.97346,0.82339,0.65574,0.27091,0.01315,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,42248.8,0.36616,0.16339,0.00138,0.96839,0.96625,0.97348,0.82323,0.65524,0.27204,0.01316,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
